t (s)	ag (m/s^2)
25	-0.0004167
25.02	0.0004019
25.04	-0.0004047
25.06	0.0004152
25.08	-0.0004111
25.1	0.0004218
25.12	-0.0004369
25.14	0.0004192
25.16	-0.0004346
25.18	0.0004315
25.2	-0.0004442
25.22	0.0004442
25.24	-0.0004397
25.26	0.0004364
25.28	-0.0004488
25.3	0.0004571
25.32	-0.0004565
25.34	0.0004589
25.36	-0.0004648
25.38	0.0004719
25.4	-0.0004678
25.42	0.0004828
25.44	-0.000492
25.46	0.0004863
25.48	-0.0004932
25.5	0.0004798
25.52	-0.000491
25.54	0.0005086
25.56	-0.0005119
25.58	0.0005149
25.6	-0.000515
25.62	0.000526
25.64	-0.0005309
25.66	0.0005356
25.68	-0.0005314
25.7	0.0005428
25.72	-0.0005443
25.74	0.0005603
25.76	-0.0005548
25.78	0.0005754
25.8	-0.000575
25.82	0.0005839
25.84	-0.0005781
25.86	0.0005872
25.88	-0.0005919
25.9	0.0006054
25.92	-0.0006098
25.94	0.0006208
25.96	-0.0006149
25.98	0.0006352
26	-0.0006326
26.02	0.0006497
26.04	-0.0006534
26.06	0.0006752
26.08	-0.0006627
26.1	0.000673
26.12	-0.0006925
26.14	0.000708
26.16	-0.0006998
26.18	0.0007245
26.2	-0.0007219
26.22	0.0007411
26.24	-0.0007349
26.26	0.0007611
26.28	-0.0007677
26.3	0.0007846
26.32	-0.0007773
26.34	0.0008067
26.36	-0.0008094
26.38	0.0008398
26.4	-0.0008347
26.42	0.0008616
26.44	-0.0008584
26.46	0.0008984
26.48	-0.0008883
26.5	0.0009332
26.52	-0.0009385
26.54	0.0009624
26.56	-0.0009571
26.58	0.0010071
26.6	-0.0009999
26.62	0.0010522
26.64	-0.0010401
26.66	0.0010872
26.68	-0.0010507
26.7	0.0011182
26.72	-0.000482
26.74	0.0007236
26.76	-0.0005478
26.78	0.0027231
26.8	-0.0038821
26.82	0.0018274
26.84	0.0031575
26.86	0.0143764
