t (s)	ag  (m/s^2)
31.735	0.0689
31.74	0.0622
31.745	0.0615
31.75	0.0573
31.755	0.0522
31.76	0.0566
31.765	0.0608
31.77	0.052
31.775	0.0498
31.78	0.052
31.785	0.0463
31.79	0.0441
31.795	0.0446
31.8	0.0403
31.805	0.0357
31.81	0.0332
31.815	0.0334
31.82	0.0383
31.825	0.044
31.83	0.045
31.835	0.0478
31.84	0.054
31.845	0.0543
31.85	0.0529
31.855	0.0544
31.86	0.055
31.865	0.0542
31.87	0.0601
31.875	0.0678
31.88	0.0706
31.885	0.0758
31.89	0.0797
31.895	0.079
31.9	0.0808
31.905	0.0847
31.91	0.0833
31.915	0.0829
31.92	0.0874
31.925	0.0905
31.93	0.0911
31.935	0.0941
31.94	0.1003
31.945	0.1022
31.95	0.1016
31.955	0.1058
31.96	0.1105
31.965	0.105
31.97	0.1079
31.975	0.114
31.98	0.1053
31.985	0.106
31.99	0.1128
31.995	0.1127
32	0.1151
32.005	0.1219
32.01	0.117
32.015	0.108
32.02	0.1077
32.025	0.1026
32.03	0.0975
32.035	0.0945
32.04	0.095
32.045	0.0972
32.05	0.098
32.055	0.101
32.06	0.1045
32.065	0.1023
32.07	0.1007
32.075	0.1041
32.08	0.0973
32.085	0.0931
32.09	0.0996
32.095	0.102
32.1	0.1013
32.105	0.1034
32.11	0.1058
32.115	0.1061
32.12	0.1059
32.125	0.1072
32.13	0.1113
32.135	0.1129
32.14	0.1127
32.145	0.1141
32.15	0.109
32.155	0.1014
32.16	0.1
32.165	0.0991
32.17	0.0996
32.175	0.1037
32.18	0.1096
32.185	0.1113
32.19	0.1117
32.195	0.1154
32.2	0.1157
32.205	0.1135
32.21	0.1139
32.215	0.1134
32.22	0.1077
32.225	0.1052
32.23	0.1067
32.235	0.1055
32.24	0.104
32.245	0.1033
32.25	0.1034
32.255	0.0978
32.26	0.0914
32.265	0.0907
32.27	0.0855
32.275	0.08
32.28	0.081
32.285	0.0759
32.29	0.0681
32.295	0.0667
32.3	0.0652
32.305	0.0626
32.31	0.0594
32.315	0.0607
32.32	0.0618
32.325	0.0584
32.33	0.0612
32.335	0.0627
32.34	0.0594
32.345	0.0577
32.35	0.0584
32.355	0.0562
32.36	0.054
32.365	0.0602
32.37	0.0665
32.375	0.069
32.38	0.07
32.385	0.0707
32.39	0.0728
32.395	0.0726
32.4	0.0716
32.405	0.0744
32.41	0.0731
32.415	0.0662
32.42	0.0609
32.425	0.0597
32.43	0.0565
32.435	0.0553
32.44	0.0633
32.445	0.0678
32.45	0.0668
32.455	0.0731
32.46	0.0745
32.465	0.066
32.47	0.0662
32.475	0.0712
32.48	0.0702
32.485	0.0649
32.49	0.0634
32.495	0.0601
32.5	0.0572
32.505	0.0645
32.51	0.0727
32.515	0.0805
32.52	0.0909
32.525	0.0979
32.53	0.1007
32.535	0.1007
32.54	0.1012
32.545	0.1034
32.55	0.1012
32.555	0.1058
32.56	0.1123
32.565	0.1088
32.57	0.1127
32.575	0.1192
32.58	0.1229
32.585	0.1284
32.59	0.1356
32.595	0.1397
32.6	0.1341
32.605	0.1315
32.61	0.135
32.615	0.1355
32.62	0.1359
32.625	0.1452
32.63	0.1475
32.635	0.1391
32.64	0.1381
32.645	0.1396
32.65	0.139
32.655	0.1397
32.66	0.1456
32.665	0.1558
32.67	0.1587
32.675	0.1558
32.68	0.1579
32.685	0.1597
32.69	0.1592
32.695	0.1603
32.7	0.163
32.705	0.168
32.71	0.1722
32.715	0.1769
32.72	0.1835
32.725	0.1849
32.73	0.1883
32.735	0.1951
32.74	0.1942
32.745	0.1958
32.75	0.2031
32.755	0.2047
32.76	0.2018
32.765	0.2055
32.77	0.2098
32.775	0.2055
32.78	0.2074
32.785	0.2129
32.79	0.2142
32.795	0.2198
32.8	0.2266
32.805	0.2273
32.81	0.2256
32.815	0.2301
32.82	0.2352
32.825	0.2338
32.83	0.2362
32.835	0.2422
32.84	0.2371
32.845	0.2303
32.85	0.2319
32.855	0.2331
32.86	0.2301
32.865	0.2261
32.87	0.2269
32.875	0.2251
32.88	0.216
32.885	0.2123
32.89	0.2107
32.895	0.2112
32.9	0.2136
32.905	0.207
32.91	0.2018
32.915	0.1997
32.92	0.193
32.925	0.1875
32.93	0.1844
32.935	0.1804
32.94	0.1787
32.945	0.1802
32.95	0.1781
32.955	0.1758
32.96	0.1779
32.965	0.1765
32.97	0.1736
32.975	0.1754
32.98	0.1722
32.985	0.1656
32.99	0.1643
32.995	0.1639
33	0.162
33.005	0.1616
33.01	0.1653
33.015	0.1686
33.02	0.1731
33.025	0.1762
33.03	0.1758
33.035	0.1752
33.04	0.1738
33.045	0.1834
33.05	0.1874
33.055	0.1815
33.06	0.1868
33.065	0.1875
33.07	0.1835
33.075	0.1861
33.08	0.1901
33.085	0.1934
33.09	0.1938
33.095	0.1936
33.1	0.1969
33.105	0.1979
33.11	0.1999
33.115	0.2061
33.12	0.2074
33.125	0.2136
33.13	0.2212
33.135	0.2194
33.14	0.217
33.145	0.2221
33.15	0.2237
33.155	0.2208
33.16	0.2255
33.165	0.2289
33.17	0.2291
33.175	0.2305
33.18	0.2348
33.185	0.2358
33.19	0.2341
33.195	0.2365
33.2	0.238
33.205	0.2395
33.21	0.2435
33.215	0.2469
33.22	0.2478
33.225	0.2494
33.23	0.2496
33.235	0.2471
33.24	0.2459
33.245	0.2414
33.25	0.2376
33.255	0.2395
33.26	0.2379
33.265	0.238
33.27	0.2439
33.275	0.2485
33.28	0.2526
33.285	0.2543
33.29	0.2554
33.295	0.2496
33.3	0.2434
33.305	0.2506
33.31	0.2549
33.315	0.2512
33.32	0.2522
33.325	0.2498
33.33	0.2407
33.335	0.2367
33.34	0.2333
33.345	0.2257
33.35	0.2214
33.355	0.2227
33.36	0.2193
33.365	0.2152
33.37	0.2152
33.375	0.2157
33.38	0.2142
33.385	0.2118
33.39	0.2112
33.395	0.2039
33.4	0.1985
33.405	0.197
33.41	0.1933
33.415	0.1892
33.42	0.1853
33.425	0.1875
33.43	0.1858
33.435	0.1801
33.44	0.1793
33.445	0.1799
33.45	0.1834
33.455	0.1816
33.46	0.1813
33.465	0.1832
33.47	0.1772
33.475	0.1716
33.48	0.1652
33.485	0.1624
33.49	0.1614
33.495	0.1635
33.5	0.1654
33.505	0.1579
33.51	0.1574
33.515	0.1625
33.52	0.161
33.525	0.1568
33.53	0.162
33.535	0.1635
33.54	0.1546
33.545	0.1517
33.55	0.1491
33.555	0.1443
33.56	0.1386
33.565	0.1379
33.57	0.1406
33.575	0.1359
33.58	0.136
33.585	0.1368
33.59	0.1311
33.595	0.1268
33.6	0.1208
33.605	0.1108
33.61	0.099
33.615	0.0905
33.62	0.0898
33.625	0.0869
33.63	0.0807
33.635	0.0769
33.64	0.0692
33.645	0.06
33.65	0.0545
33.655	0.0492
33.66	0.0463
33.665	0.0438
33.67	0.037
33.675	0.0334
33.68	0.0301
33.685	0.0216
33.69	0.0138
33.695	0.0066
33.7	0.0029
33.705	0.0029
33.71	-0.0001
33.715	-0.0059
33.72	-0.0044
33.725	-0.0034
33.73	-0.0095
33.735	-0.0137
33.74	-0.0163
33.745	-0.0193
33.75	-0.0202
33.755	-0.0207
33.76	-0.0248
33.765	-0.0299
33.77	-0.0321
33.775	-0.0317
33.78	-0.037
33.785	-0.0429
33.79	-0.0409
33.795	-0.0379
33.8	-0.039
33.805	-0.045
33.81	-0.0444
33.815	-0.0479
33.82	-0.0591
33.825	-0.0578
33.83	-0.0548
33.835	-0.0558
33.84	-0.0525
33.845	-0.0493
33.85	-0.054
33.855	-0.058
33.86	-0.057
33.865	-0.0593
33.87	-0.0618
33.875	-0.0543
33.88	-0.0504
33.885	-0.0524
33.89	-0.0471
33.895	-0.0441
33.9	-0.0443
33.905	-0.0471
33.91	-0.0435
33.915	-0.0377
33.92	-0.0389
33.925	-0.0342
33.93	-0.0295
33.935	-0.03
33.94	-0.0306
33.945	-0.0293
33.95	-0.0264
33.955	-0.0252
33.96	-0.0252
33.965	-0.0229
33.97	-0.0224
33.975	-0.0211
33.98	-0.0207
33.985	-0.0223
33.99	-0.0216
33.995	-0.0243
34	-0.0266
34.005	-0.024
34.01	-0.0251
34.015	-0.028
34.02	-0.023
34.025	-0.0238
34.03	-0.0265
34.035	-0.021
34.04	-0.0182
34.045	-0.0233
34.05	-0.0245
34.055	-0.0178
34.06	-0.0179
34.065	-0.0192
34.07	-0.0175
34.075	-0.0188
34.08	-0.0238
34.085	-0.0278
34.09	-0.0271
34.095	-0.0309
34.1	-0.0331
34.105	-0.0259
34.11	-0.0244
34.115	-0.0295
34.12	-0.0277
34.125	-0.0309
34.13	-0.0403
34.135	-0.041
34.14	-0.0423
34.145	-0.0445
34.15	-0.0413
34.155	-0.0385
34.16	-0.0439
34.165	-0.0508
34.17	-0.0506
34.175	-0.0512
34.18	-0.0582
34.185	-0.0625
34.19	-0.0593
34.195	-0.0627
34.2	-0.0669
34.205	-0.0678
34.21	-0.0692
34.215	-0.0744
34.22	-0.0818
34.225	-0.0801
34.23	-0.0825
34.235	-0.0903
34.24	-0.0923
34.245	-0.0902
34.25	-0.0875
34.255	-0.0872
34.26	-0.0879
34.265	-0.0932
34.27	-0.0995
34.275	-0.1021
34.28	-0.1066
34.285	-0.109
34.29	-0.1073
34.295	-0.1088
34.3	-0.1109
34.305	-0.1128
34.31	-0.1142
34.315	-0.1134
34.32	-0.1161
34.325	-0.1184
34.33	-0.1179
34.335	-0.1237
34.34	-0.1302
34.345	-0.1309
34.35	-0.1315
34.355	-0.1361
34.36	-0.1403
34.365	-0.1395
34.37	-0.147
34.375	-0.1582
34.38	-0.1586
34.385	-0.1599
34.39	-0.1623
34.395	-0.1608
34.4	-0.1595
34.405	-0.1633
34.41	-0.1719
34.415	-0.1762
34.42	-0.1797
34.425	-0.1839
34.43	-0.1886
34.435	-0.196
34.44	-0.2012
34.445	-0.2047
34.45	-0.2081
34.455	-0.2126
34.46	-0.2161
34.465	-0.2152
34.47	-0.2208
34.475	-0.2313
34.48	-0.2346
34.485	-0.235
34.49	-0.2382
34.495	-0.242
34.5	-0.2436
34.505	-0.2493
34.51	-0.2599
34.515	-0.2663
34.52	-0.2709
34.525	-0.2788
34.53	-0.2839
34.535	-0.2884
34.54	-0.2989
34.545	-0.3105
34.55	-0.3199
34.555	-0.3287
34.56	-0.3378
34.565	-0.3486
34.57	-0.3561
34.575	-0.3621
34.58	-0.3777
34.585	-0.3934
34.59	-0.4034
34.595	-0.415
34.6	-0.4259
34.605	-0.4294
34.61	-0.4333
34.615	-0.4458
34.62	-0.4542
34.625	-0.4557
34.63	-0.4636
34.635	-0.4756
34.64	-0.4815
34.645	-0.4919
34.65	-0.5073
34.655	-0.5154
34.66	-0.5276
34.665	-0.5471
34.67	-0.5592
34.675	-0.5692
34.68	-0.5845
34.685	-0.5936
34.69	-0.5998
34.695	-0.608
34.7	-0.6166
34.705	-0.6237
34.71	-0.6216
34.715	-0.6235
34.72	-0.6281
34.725	-0.6251
34.73	-0.6201
34.735	-0.6176
34.74	-0.6151
34.745	-0.6143
34.75	-0.6122
34.755	-0.607
34.76	-0.6034
34.765	-0.5969
34.77	-0.5933
34.775	-0.5886
34.78	-0.5796
34.785	-0.5754
34.79	-0.5701
34.795	-0.5611
34.8	-0.553
34.805	-0.5462
34.81	-0.5386
34.815	-0.5281
34.82	-0.5203
34.825	-0.5157
34.83	-0.5071
34.835	-0.4985
34.84	-0.4932
34.845	-0.4864
34.85	-0.4771
34.855	-0.4694
34.86	-0.464
34.865	-0.4589
34.87	-0.4555
34.875	-0.4498
34.88	-0.4395
34.885	-0.4324
34.89	-0.4314
34.895	-0.4236
34.9	-0.4102
34.905	-0.4045
34.91	-0.3975
34.915	-0.3838
34.92	-0.3783
34.925	-0.3806
34.93	-0.374
34.935	-0.3638
34.94	-0.3592
34.945	-0.3544
34.95	-0.344
34.955	-0.3385
34.96	-0.3358
34.965	-0.3226
34.97	-0.3143
34.975	-0.3122
34.98	-0.2991
34.985	-0.2866
34.99	-0.2861
34.995	-0.2823
35	-0.2724
35.005	-0.2689
35.01	-0.2686
35.015	-0.2613
35.02	-0.2577
35.025	-0.257
35.03	-0.2509
35.035	-0.2427
35.04	-0.2374
35.045	-0.2375
35.05	-0.2302
35.055	-0.2253
35.06	-0.2293
35.065	-0.2256
35.07	-0.2206
35.075	-0.2185
35.08	-0.2136
35.085	-0.2094
35.09	-0.2069
35.095	-0.2024
35.1	-0.1975
35.105	-0.1935
35.11	-0.1891
35.115	-0.1826
35.12	-0.1763
35.125	-0.1698
35.13	-0.165
35.135	-0.1644
35.14	-0.1587
35.145	-0.1522
35.15	-0.152
35.155	-0.145
35.16	-0.1383
35.165	-0.1416
35.17	-0.1409
35.175	-0.1355
35.18	-0.1303
35.185	-0.129
35.19	-0.1246
35.195	-0.1154
35.2	-0.1158
35.205	-0.116
35.21	-0.1102
35.215	-0.1102
35.22	-0.1147
35.225	-0.1116
35.23	-0.1049
35.235	-0.1097
35.24	-0.1106
35.245	-0.1019
35.25	-0.101
35.255	-0.0984
35.26	-0.0885
35.265	-0.0893
35.27	-0.089
35.275	-0.0809
35.28	-0.0756
35.285	-0.073
35.29	-0.0668
35.295	-0.0584
35.3	-0.0628
35.305	-0.0638
35.31	-0.0547
35.315	-0.0528
35.32	-0.0542
35.325	-0.0511
35.33	-0.0436
35.335	-0.0434
35.34	-0.0458
35.345	-0.04
35.35	-0.0377
35.355	-0.0403
35.36	-0.0354
35.365	-0.0286
35.37	-0.0322
35.375	-0.0338
35.38	-0.0306
35.385	-0.03
35.39	-0.0297
35.395	-0.0297
35.4	-0.0252
35.405	-0.024
35.41	-0.0288
35.415	-0.0293
35.42	-0.0291
35.425	-0.0339
35.43	-0.036
35.435	-0.0341
35.44	-0.0355
35.445	-0.0359
35.45	-0.0337
35.455	-0.0316
35.46	-0.034
35.465	-0.0377
35.47	-0.038
35.475	-0.0417
35.48	-0.0481
35.485	-0.0495
35.49	-0.0484
35.495	-0.0526
35.5	-0.0523
35.505	-0.0501
35.51	-0.0581
35.515	-0.0618
35.52	-0.0592
35.525	-0.0601
35.53	-0.0622
35.535	-0.059
35.54	-0.0539
35.545	-0.0577
35.55	-0.0596
35.555	-0.0543
35.56	-0.0516
35.565	-0.0534
35.57	-0.053
35.575	-0.0511
35.58	-0.0563
35.585	-0.0553
35.59	-0.0452
35.595	-0.0382
35.6	-0.0322
35.605	-0.0249
35.61	-0.0213
35.615	-0.025
35.62	-0.0229
35.625	-0.014
35.63	-0.0097
35.635	-0.0016
35.64	0.0112
35.645	0.0159
35.65	0.0183
35.655	0.0242
35.66	0.0264
35.665	0.0289
35.67	0.0332
35.675	0.0345
35.68	0.0383
35.685	0.0494
35.69	0.0623
35.695	0.0723
35.7	0.0843
35.705	0.0963
35.71	0.1047
35.715	0.1132
35.72	0.1189
35.725	0.1264
35.73	0.1424
35.735	0.1649
35.74	0.191
35.745	0.2214
35.75	0.249
35.755	0.2687
35.76	0.29
35.765	0.3115
35.77	0.3324
35.775	0.3548
35.78	0.392
35.785	0.4483
35.79	0.4912
35.795	0.5125
35.8	0.5203
35.805	0.5087
35.81	0.4952
35.815	0.5027
35.82	0.527
35.825	0.562
35.83	0.598
35.835	0.6177
35.84	0.6113
35.845	0.5858
35.85	0.5563
35.855	0.5288
35.86	0.5135
35.865	0.5178
35.87	0.5459
35.875	0.5824
35.88	0.6136
35.885	0.6507
35.89	0.6784
35.895	0.6928
35.9	0.7083
35.905	0.7155
35.91	0.7192
35.915	0.723
35.92	0.7237
35.925	0.7253
35.93	0.7261
35.935	0.7288
35.94	0.7327
35.945	0.7336
35.95	0.7329
35.955	0.7312
35.96	0.7343
35.965	0.7385
35.97	0.7397
35.975	0.7449
35.98	0.7483
35.985	0.7467
35.99	0.7457
35.995	0.7465
36	0.744
36.005	0.7434
36.01	0.7479
36.015	0.7529
36.02	0.7607
36.025	0.7784
36.03	0.8014
36.035	0.813
36.04	0.8316
36.045	0.8577
36.05	0.8716
36.055	0.8848
36.06	0.9005
36.065	0.9033
36.07	0.9017
36.075	0.9049
36.08	0.9045
36.085	0.9047
36.09	0.9056
36.095	0.9107
36.1	0.9113
36.105	0.9024
36.11	0.9027
36.115	0.9052
36.12	0.8968
36.125	0.8855
36.13	0.8826
36.135	0.8764
36.14	0.8601
36.145	0.851
36.15	0.8459
36.155	0.8329
36.16	0.8164
36.165	0.8006
36.17	0.783
36.175	0.7557
36.18	0.7252
36.185	0.6957
36.19	0.6609
36.195	0.6255
36.2	0.5921
36.205	0.5614
36.21	0.5288
36.215	0.4982
36.22	0.4754
36.225	0.4538
36.23	0.4349
36.235	0.4244
36.24	0.4099
36.245	0.389
36.25	0.3779
36.255	0.3681
36.26	0.3523
36.265	0.3417
36.27	0.3375
36.275	0.3297
36.28	0.3191
36.285	0.312
36.29	0.3089
36.295	0.3038
36.3	0.3021
36.305	0.3012
36.31	0.289
36.315	0.2848
36.32	0.2873
36.325	0.284
36.33	0.2827
36.335	0.2833
36.34	0.2796
36.345	0.272
36.35	0.2667
36.355	0.2628
36.36	0.2583
36.365	0.2531
36.37	0.2495
36.375	0.2407
36.38	0.2295
36.385	0.2211
36.39	0.2141
36.395	0.2086
36.4	0.2009
36.405	0.1946
36.41	0.1859
36.415	0.1755
36.42	0.1688
36.425	0.1625
36.43	0.1517
36.435	0.1434
36.44	0.1411
36.445	0.1296
36.45	0.1212
36.455	0.1198
36.46	0.1127
36.465	0.1056
36.47	0.0967
36.475	0.0865
36.48	0.0744
36.485	0.0597
36.49	0.0478
36.495	0.0388
36.5	0.0287
36.505	0.0159
36.51	0.0061
36.515	-0.0038
36.52	-0.0156
36.525	-0.0231
36.53	-0.0278
36.535	-0.0352
36.54	-0.0442
36.545	-0.0458
36.55	-0.0503
36.555	-0.0637
36.56	-0.0707
36.565	-0.0749
36.57	-0.0802
36.575	-0.0817
36.58	-0.0788
36.585	-0.0817
36.59	-0.0856
36.595	-0.0833
36.6	-0.0825
36.605	-0.0827
36.61	-0.0818
36.615	-0.077
36.62	-0.0762
36.625	-0.0761
36.63	-0.0686
36.635	-0.064
36.64	-0.0612
36.645	-0.0561
36.65	-0.0512
36.655	-0.0555
36.66	-0.0584
36.665	-0.0497
36.67	-0.0476
36.675	-0.05
36.68	-0.0468
36.685	-0.0479
36.69	-0.0549
36.695	-0.0574
36.7	-0.0552
36.705	-0.0522
36.71	-0.0549
36.715	-0.0572
36.72	-0.0532
36.725	-0.0564
36.73	-0.0631
36.735	-0.0635
36.74	-0.0639
36.745	-0.0672
36.75	-0.0693
36.755	-0.0697
36.76	-0.0706
36.765	-0.0726
36.77	-0.072
36.775	-0.0704
36.78	-0.0718
36.785	-0.0747
36.79	-0.0741
36.795	-0.0812
36.8	-0.092
36.805	-0.0919
36.81	-0.0945
36.815	-0.1019
36.82	-0.1029
36.825	-0.1013
36.83	-0.1057
36.835	-0.1097
36.84	-0.1094
36.845	-0.1104
36.85	-0.1107
36.855	-0.1087
36.86	-0.1041
36.865	-0.1047
36.87	-0.1065
36.875	-0.101
36.88	-0.0979
36.885	-0.0992
36.89	-0.0956
36.895	-0.0878
36.9	-0.0892
36.905	-0.0905
36.91	-0.0836
36.915	-0.0791
36.92	-0.0788
36.925	-0.0739
36.93	-0.0719
36.935	-0.08
36.94	-0.0802
36.945	-0.0793
36.95	-0.087
36.955	-0.0882
36.96	-0.0915
36.965	-0.107
36.97	-0.1168
36.975	-0.1201
36.98	-0.1248
36.985	-0.1306
36.99	-0.1345
36.995	-0.1375
37	-0.1432
37.005	-0.1457
37.01	-0.1467
37.015	-0.1514
37.02	-0.1593
37.025	-0.1617
37.03	-0.1617
37.035	-0.1708
37.04	-0.1749
37.045	-0.1746
37.05	-0.1794
37.055	-0.1834
37.06	-0.1864
37.065	-0.1921
37.07	-0.2006
37.075	-0.207
37.08	-0.2126
37.085	-0.2215
37.09	-0.2352
37.095	-0.2497
37.1	-0.2665
37.105	-0.287
37.11	-0.3054
37.115	-0.3206
37.12	-0.3329
37.125	-0.3436
37.13	-0.3534
37.135	-0.3651
37.14	-0.3823
37.145	-0.4007
37.15	-0.406
37.155	-0.3937
37.16	-0.3675
37.165	-0.3208
37.17	-0.2769
37.175	-0.2606
37.18	-0.2571
37.185	-0.2596
37.19	-0.2722
37.195	-0.2834
37.2	-0.2862
37.205	-0.2932
37.21	-0.3038
37.215	-0.3083
37.22	-0.315
37.225	-0.3241
37.23	-0.3262
37.235	-0.3229
37.24	-0.3265
37.245	-0.3319
37.25	-0.332
37.255	-0.3439
37.26	-0.3598
37.265	-0.371
37.27	-0.3894
37.275	-0.4011
37.28	-0.4083
37.285	-0.4234
37.29	-0.4265
37.295	-0.4236
37.3	-0.4225
37.305	-0.4183
37.31	-0.4239
37.315	-0.4284
37.32	-0.4281
37.325	-0.4329
37.33	-0.4332
37.335	-0.4276
37.34	-0.424
37.345	-0.4237
37.35	-0.4232
37.355	-0.4216
37.36	-0.4236
37.365	-0.4284
37.37	-0.4332
37.375	-0.4413
37.38	-0.4487
37.385	-0.4528
37.39	-0.4525
37.395	-0.4539
37.4	-0.4578
37.405	-0.4628
37.41	-0.4711
37.415	-0.4757
37.42	-0.4823
37.425	-0.486
37.43	-0.4863
37.435	-0.4933
37.44	-0.4982
37.445	-0.5
37.45	-0.5038
37.455	-0.5057
37.46	-0.5034
37.465	-0.504
37.47	-0.5055
37.475	-0.5007
37.48	-0.4991
37.485	-0.5032
37.49	-0.5026
37.495	-0.4947
37.5	-0.4909
37.505	-0.4912
37.51	-0.4854
37.515	-0.4817
37.52	-0.4837
37.525	-0.4813
37.53	-0.4756
37.535	-0.4719
37.54	-0.4702
37.545	-0.4653
37.55	-0.4617
37.555	-0.4642
37.56	-0.4606
37.565	-0.451
37.57	-0.448
37.575	-0.4443
37.58	-0.4324
37.585	-0.425
37.59	-0.4156
37.595	-0.3987
37.6	-0.3897
37.605	-0.3826
37.61	-0.3695
37.615	-0.3642
37.62	-0.3625
37.625	-0.3548
37.63	-0.3452
37.635	-0.3353
37.64	-0.3286
37.645	-0.316
37.65	-0.3011
37.655	-0.2902
37.66	-0.2715
37.665	-0.2463
37.67	-0.2238
37.675	-0.2017
37.68	-0.1701
37.685	-0.1481
37.69	-0.137
37.695	-0.1217
37.7	-0.1071
37.705	-0.094
37.71	-0.0892
37.715	-0.0821
37.72	-0.0731
37.725	-0.0728
37.73	-0.0722
37.735	-0.0708
37.74	-0.0698
37.745	-0.0674
37.75	-0.066
37.755	-0.0658
37.76	-0.0675
37.765	-0.0704
37.77	-0.0732
37.775	-0.0758
37.78	-0.0818
37.785	-0.0832
37.79	-0.082
37.795	-0.0873
37.8	-0.0869
37.805	-0.0825
37.81	-0.0824
37.815	-0.085
37.82	-0.0832
37.825	-0.0829
37.83	-0.0889
37.835	-0.0862
37.84	-0.0812
37.845	-0.084
37.85	-0.085
37.855	-0.0806
37.86	-0.0827
37.865	-0.0869
37.87	-0.0816
37.875	-0.0761
37.88	-0.0766
37.885	-0.0756
37.89	-0.0691
37.895	-0.0699
37.9	-0.0701
37.905	-0.0649
37.91	-0.06
37.915	-0.0503
37.92	-0.0469
37.925	-0.0428
37.93	-0.0338
37.935	-0.0301
37.94	-0.0266
37.945	-0.0184
37.95	-0.0081
37.955	-0.004
37.96	-0.0001
37.965	0.0056
37.97	0.008
37.975	0.01
37.98	0.0141
37.985	0.0229
37.99	0.0238
37.995	0.0241
38	0.0338
38.005	0.0352
38.01	0.0343
38.015	0.0391
38.02	0.0411
38.025	0.0439
38.03	0.0531
38.035	0.0555
38.04	0.0506
38.045	0.0506
38.05	0.0555
38.055	0.0546
38.06	0.0524
38.065	0.0611
38.07	0.0631
38.075	0.0589
38.08	0.0605
38.085	0.0656
38.09	0.0679
38.095	0.0653
38.1	0.0716
38.105	0.0754
38.11	0.0705
38.115	0.0711
38.12	0.0687
38.125	0.0654
38.13	0.0687
38.135	0.0709
38.14	0.0667
38.145	0.0633
38.15	0.0666
38.155	0.066
38.16	0.063
38.165	0.0683
38.17	0.0648
38.175	0.0563
38.18	0.0597
38.185	0.0625
38.19	0.0603
38.195	0.0625
38.2	0.0658
38.205	0.0617
38.21	0.0574
38.215	0.0586
38.22	0.06
38.225	0.0585
38.23	0.0569
38.235	0.0612
38.24	0.0637
38.245	0.0603
38.25	0.062
38.255	0.0642
38.26	0.0649
38.265	0.0643
38.27	0.0627
38.275	0.0636
38.28	0.0633
38.285	0.0648
38.29	0.0668
38.295	0.0669
38.3	0.0677
38.305	0.0699
38.31	0.0738
38.315	0.0736
38.32	0.0735
38.325	0.0745
38.33	0.072
38.335	0.0747
38.34	0.0798
38.345	0.0771
38.35	0.0737
38.355	0.0767
38.36	0.0794
38.365	0.0784
38.37	0.0804
38.375	0.0867
38.38	0.0855
38.385	0.0833
38.39	0.0882
38.395	0.0901
38.4	0.0919
38.405	0.0971
38.41	0.102
38.415	0.1012
38.42	0.0983
38.425	0.1021
38.43	0.1079
38.435	0.1107
38.44	0.1133
38.445	0.1208
38.45	0.1218
38.455	0.121
38.46	0.1292
38.465	0.1317
38.47	0.1341
38.475	0.1447
38.48	0.1426
38.485	0.1353
38.49	0.143
38.495	0.1461
38.5	0.1461
38.505	0.1502
38.51	0.1516
38.515	0.1547
38.52	0.155
38.525	0.1533
38.53	0.1545
38.535	0.1548
38.54	0.1555
38.545	0.1564
38.55	0.1537
38.555	0.1535
38.56	0.1554
38.565	0.1542
38.57	0.1539
38.575	0.1533
38.58	0.1535
38.585	0.156
38.59	0.1569
38.595	0.1539
38.6	0.1527
38.605	0.1553
38.61	0.1544
38.615	0.1532
38.62	0.1543
38.625	0.1498
38.63	0.1446
38.635	0.1427
38.64	0.143
38.645	0.1442
38.65	0.1434
38.655	0.1473
38.66	0.1469
38.665	0.1432
38.67	0.1438
38.675	0.1434
38.68	0.1411
38.685	0.1421
38.69	0.1469
38.695	0.1421
38.7	0.1353
38.705	0.1375
38.71	0.1375
38.715	0.1348
38.72	0.1384
38.725	0.1373
38.73	0.1334
38.735	0.1363
38.74	0.137
38.745	0.138
38.75	0.1377
38.755	0.1377
38.76	0.1361
38.765	0.1275
38.77	0.1258
38.775	0.1277
38.78	0.1211
38.785	0.1165
38.79	0.1189
38.795	0.1124
38.8	0.1017
38.805	0.1013
38.81	0.0998
38.815	0.0924
38.82	0.0866
38.825	0.0836
38.83	0.0797
38.835	0.0756
38.84	0.0743
38.845	0.0758
38.85	0.0767
38.855	0.076
38.86	0.0797
38.865	0.0808
38.87	0.0777
38.875	0.0767
38.88	0.0742
38.885	0.0731
38.89	0.0728
38.895	0.0708
38.9	0.0693
38.905	0.0701
38.91	0.071
38.915	0.0709
38.92	0.0704
38.925	0.0682
38.93	0.0702
38.935	0.0694
38.94	0.0639
38.945	0.0664
38.95	0.0691
38.955	0.0669
38.96	0.0668
38.965	0.0698
38.97	0.067
38.975	0.0634
38.98	0.0688
38.985	0.0726
38.99	0.0719
38.995	0.0704
39	0.0718
39.005	0.0706
39.01	0.068
39.015	0.0726
39.02	0.0747
39.025	0.075
39.03	0.0769
39.035	0.0778
39.04	0.0778
39.045	0.0778
39.05	0.0782
39.055	0.0787
39.06	0.0785
39.065	0.0817
39.07	0.0836
39.075	0.078
39.08	0.0774
39.085	0.0833
39.09	0.0832
39.095	0.0823
39.1	0.0846
39.105	0.0831
39.11	0.0824
39.115	0.0826
39.12	0.0826
39.125	0.0824
39.13	0.0801
39.135	0.0842
39.14	0.0862
39.145	0.0804
39.15	0.0815
39.155	0.0844
39.16	0.0835
39.165	0.0817
39.17	0.0805
39.175	0.0797
39.18	0.0777
39.185	0.0779
39.19	0.0782
39.195	0.0789
39.2	0.0803
39.205	0.082
39.21	0.0857
39.215	0.0873
