t (s)	ag (m/s^2)
47.22	0.03811
47.24	0.00261
47.26	-0.00146
47.28	-0.00105
47.3	-0.00124
47.32	-0.00061
47.34	-0.00452
47.36	-0.01909
47.38	-0.00552
47.4	-0.02223
47.42	-0.02368
47.44	0.0066
47.46	0.02451
47.48	0.01228
47.5	-0.02119
47.52	-0.01967
47.54	-0.00183
47.56	-0.00118
47.58	-0.00234
47.6	0.00493
47.62	0.00518
47.64	-0.00019
47.66	0.00144
47.68	0.00115
47.7	0.02088
47.72	0.0333
47.74	0.02217
47.76	0.00398
47.78	0.00114
47.8	0.02042
47.82	0.01349
47.84	0.00005
47.86	0.00542
47.88	0.00022
47.9	-0.00556
47.92	0.00889
47.94	0.02752
47.96	0.02323
47.98	0.01432
48	0.0299
48.02	0.02416
48.04	0.02587
48.06	0.03165
48.08	0.01274
48.1	0.00326
48.12	0.00324
48.14	0.02209
48.16	0.03033
48.18	0.01165
48.2	0.00507
48.22	0.00432
48.24	-0.01335
48.26	-0.00631
48.28	0.0033
48.3	0.01629
48.32	0.03638
48.34	0.02859
48.36	0.00804
48.38	0.0035
48.4	0.00128
48.42	-0.01122
48.44	-0.02097
48.46	-0.02056
48.48	-0.00386
48.5	0.00229
48.52	0.00107
48.54	0.00256
48.56	0.00226
48.58	-0.0155
48.6	-0.00974
48.62	0.00277
48.64	0.00329
48.66	-0.01861
48.68	-0.02374
48.7	0.00045
48.72	0.00573
48.74	0.00575
48.76	0.00725
48.78	0.00518
48.8	0.0038
48.82	0.00765
48.84	0.00746
48.86	0.00834
48.88	0.00779
48.9	0.00845
48.92	0.00753
48.94	0.00891
48.96	0.00651
48.98	0.02363
49	0.02746
49.02	0.03743
49.04	0.03299
49.06	0.03049
49.08	0.03968
49.1	0.03737
49.12	0.03921
49.14	0.03762
49.16	0.03964
49.18	0.03056
49.2	0.02885
49.22	0.01281
49.24	0.00948
49.26	-0.00102
49.28	0.03179
49.3	0.06587
49.32	0.04937
49.34	0.0207
49.36	0.01088
49.38	0.01047
49.4	0.01237
49.42	0.00005
49.44	-0.01842
49.46	-0.00156
49.48	0.0289
49.5	0.03373
49.52	0.01108
49.54	0.01938
49.56	0.01643
49.58	-0.01461
49.6	-0.03842
49.62	-0.02755
49.64	-0.0115
49.66	0.00164
49.68	-0.00388
49.7	0.00451
49.72	0.0146
49.74	-0.00129
49.76	-0.01868
49.78	-0.02327
49.8	-0.00732
49.82	0.00924
49.84	0.01013
49.86	0.00902
49.88	0.01291
49.9	-0.00317
49.92	-0.02036
49.94	-0.02797
49.96	-0.01555
49.98	-0.03258
50	-0.04119
50.02	0.00087
50.04	0.00801
50.06	0.01203
50.08	-0.00912
50.1	-0.01424
50.12	-0.04397
50.14	-0.10202
50.16	-0.08088
50.18	0.03846
50.2	0.14212
50.22	0.13083
50.24	0.0652
50.26	0.00615
50.28	-0.04813
50.3	-0.07253
50.32	-0.09013
50.34	-0.07125
50.36	-0.00934
50.38	0.01643
50.4	0.04319
50.42	0.0207
50.44	0.01217
50.46	0.00483
50.48	-0.01506
50.5	-0.03902
50.52	-0.04582
50.54	-0.01738
50.56	0.01601
50.58	0.0383
50.6	0.04111
50.62	0.03554
50.64	0.01399
50.66	-0.00552
50.68	-0.05108
50.7	-0.03201
50.72	0.00325
50.74	0.02634
50.76	0.01953
50.78	0.0076
50.8	0.01151
50.82	0.00548
50.84	-0.00905
50.86	-0.0194
50.88	0.00623
50.9	0.02198
50.92	-0.00168
50.94	-0.01597
50.96	0.00729
50.98	0.01011
51	-0.00067
51.02	-0.00574
51.04	0.00753
51.06	0.00706
51.08	-0.00256
51.1	-0.01393
51.12	-0.01847
51.14	-0.01671
51.16	-0.01536
51.18	-0.01989
51.2	-0.02034
51.22	-0.01345
51.24	-0.01465
51.26	-0.01643
51.28	-0.02088
51.3	-0.00218
51.32	-0.00605
51.34	-0.02013
51.36	-0.01601
51.38	-0.01979
51.4	-0.01749
51.42	-0.01849
51.44	-0.01725
51.46	-0.01816
51.48	-0.01743
51.5	-0.01718
51.52	-0.01689
51.54	-0.01674
51.56	-0.01688
51.58	-0.01659
51.6	-0.01706
51.62	-0.01603
51.64	-0.01612
51.66	-0.01615
51.68	-0.01588
51.7	-0.00213
51.72	0.00034
51.74	0.00964
51.76	0.00424
51.78	-0.00346
51.8	0.01121
51.82	-0.00988
51.84	-0.01592
51.86	-0.01407
51.88	-0.0128
51.9	-0.00721
51.92	0.01151
51.94	0.01396
51.96	0.00367
51.98	0.00299
52	0.01458
52.02	0.01506
52.04	-0.00049
52.06	0.01001
52.08	0.007
52.1	0.01821
52.12	0.02054
52.14	0.0201
52.16	0.00755
52.18	-0.00636
52.2	0.00967
52.22	0.00767
52.24	-0.0049
52.26	-0.00663
52.28	-0.00726
52.3	-0.00604
52.32	-0.0003
52.34	-0.01743
52.36	-0.02155
52.38	-0.03103
52.4	-0.02609
52.42	-0.00981
52.44	-0.00512
52.46	-0.00611
52.48	-0.01642
52.5	-0.02758
52.52	-0.03038
52.54	-0.02433
52.56	-0.0069
52.58	-0.00186
52.6	-0.00904
52.62	0.00048
52.64	-0.00278
52.66	-0.00537
52.68	-0.01517
52.7	-0.00657
52.72	0.00783
52.74	0.0053
52.76	0.00866
52.78	0.00476
52.8	0.00682
52.82	-0.00483
52.84	-0.02196
52.86	-0.01511
52.88	-0.01029
52.9	-0.00004
52.92	0.00572
52.94	0.00964
52.96	0.00851
52.98	-0.00918
53	-0.01697
53.02	-0.01789
53.04	-0.01746
53.06	-0.01746
53.08	-0.00442
53.1	0.00842
53.12	0.01148
53.14	0.0033
53.16	0.00355
53.18	-0.00913
53.2	-0.01681
53.22	0.00701
53.24	0.00801
53.26	0.00205
53.28	-0.00144
53.3	0.0137
53.32	0.01694
53.34	0.00796
53.36	0.01228
53.38	0.00571
53.4	-0.00485
53.42	-0.0007
53.44	0.00956
53.46	0.00986
53.48	0.0107
53.5	0.00849
53.52	0.00253
53.54	0.00564
53.56	0.0091
53.58	0.01009
53.6	0.01088
53.62	-0.00278
53.64	0.0161
53.66	0.02191
53.68	-0.0306
53.7	-0.00677
53.72	0.03504
53.74	0.02541
53.76	-0.02517
53.78	-0.00865
53.8	0.03882
53.82	-0.01273
53.84	-0.04221
53.86	0.00108
53.88	0.02776
53.9	-0.01567
53.92	-0.02202
53.94	0.00535
53.96	0.00851
53.98	-0.00057
54	-0.01048
54.02	0.00072
54.04	0.00183
54.06	-0.01029
54.08	-0.01021
54.1	0.01077
54.12	-0.00156
54.14	-0.01544
54.16	-0.00503
54.18	-0.00013
54.2	-0.00322
54.22	-0.00135
54.24	0.00475
54.26	-0.02066
54.28	-0.01791
54.3	0.00072
54.32	-0.00005
54.34	-0.02685
54.36	-0.02283
54.38	-0.02442
54.4	-0.04507
54.42	-0.04411
54.44	-0.00825
54.46	0.0509
54.48	0.05602
54.5	0.00157
54.52	-0.04735
54.54	-0.04927
54.56	-0.01006
54.58	0.01149
54.6	0.00591
54.62	-0.0139
54.64	-0.00091
54.66	0.01259
54.68	-0.00936
54.7	-0.01965
54.72	-0.01085
54.74	0.00758
54.76	0.01151
54.78	0.00816
54.8	0.02728
54.82	0.03031
54.84	0.01438
54.86	0.01049
54.88	0.01172
54.9	0.00698
54.92	0.00267
54.94	0.01101
54.96	0.01528
54.98	0.00902
55	0.00309
55.02	0.00967
55.04	-0.0014
55.06	0.00974
55.08	0.0104
55.1	0.01129
55.12	0.00947
55.14	0.01232
55.16	0.01942
55.18	0.01421
55.2	-0.00957
55.22	-0.0114
55.24	0.01102
55.26	-0.02949
55.28	-0.13514
55.3	-0.13453
55.32	0.00907
55.34	0.058
55.36	0.10592
55.38	0.15123
55.4	0.12594
55.42	0.05501
55.44	-0.09328
55.46	-0.18936
55.48	-0.11386
55.5	0.00797
55.52	0.06333
55.54	0.01076
55.56	-0.0377
55.58	0.04384
55.6	0.04916
55.62	-0.04031
55.64	-0.07086
55.66	-0.03531
55.68	-0.03401
55.7	-0.02846
55.72	-0.00654
55.74	-0.00239
55.76	0.00875
55.78	0.00167
55.8	-0.00019
55.82	0.00313
55.84	-0.02579
55.86	-0.02179
55.88	0.0148
55.9	0.01162
55.92	0.01752
55.94	0.02622
55.96	0.01177
55.98	-0.00013
56	-0.00227
56.02	-0.01421
56.04	-0.01698
56.06	-0.01749
56.08	-0.00807
56.1	0.00929
56.12	0.0233
56.14	0.02109
56.16	0.0153
56.18	0.0082
56.2	-0.00127
56.22	-0.00258
56.24	-0.00209
56.26	0.02215
56.28	0.01513
56.3	0.02241
56.32	0.02295
56.34	0.008
56.36	0.00926
56.38	0.01875
56.4	0.00835
56.42	-0.01885
56.44	0.00069
56.46	0.00616
56.48	-0.00416
56.5	0.00293
56.52	0.01359
56.54	0.02004
56.56	0.01829
56.58	0.01044
56.6	0.00528
56.62	0.01298
56.64	0.00671
56.66	-0.00186
56.68	-0.00089
56.7	0.02061
56.72	0.02097
56.74	0.00842
56.76	0.01471
56.78	-0.00295
56.8	0.02555
56.82	0.01856
56.84	-0.0052
56.86	0.0099
56.88	0.02695
56.9	0.02223
56.92	-0.0191
56.94	-0.00799
56.96	0.0316
56.98	0.04208
57	0.00327
57.02	-0.00966
57.04	0.00634
57.06	0.00259
57.08	0.02215
57.1	0.03561
57.12	0.03564
57.14	0.01072
57.16	0.00669
57.18	0.00142
57.2	0.0025
57.22	0.00338
57.24	-0.00688
57.26	0.01821
57.28	0.00534
57.3	-0.00627
57.32	-0.01159
57.34	0.01534
57.36	0.02081
57.38	0.00188
57.4	-0.00447
57.42	-0.00552
57.44	0.00838
57.46	0.00537
57.48	-0.00415
57.5	-0.01102
57.52	-0.00654
57.54	-0.01546
57.56	-0.01599
57.58	-0.00859
57.6	-0.00262
57.62	-0.00588
57.64	-0.00463
57.66	-0.00326
57.68	-0.01223
57.7	-0.00982
57.72	-0.00424
57.74	-0.00489
57.76	-0.00795
57.78	-0.00627
57.8	0.00124
57.82	0.00933
57.84	-0.00747
57.86	-0.01329
57.88	-0.01106
57.9	0.01341
57.92	0.02083
57.94	-0.00141
57.96	-0.00227
57.98	-0.00285
58	-0.00342
58.02	-0.01681
58.04	-0.01403
58.06	0.00072
58.08	0.00965
58.1	0.00106
58.12	-0.00465
58.14	0.00608
58.16	0.01125
58.18	-0.00448
58.2	-0.00423
58.22	-0.00433
58.24	-0.00155
58.26	-0.00201
58.28	-0.01336
58.3	-0.00096
58.32	-0.00849
58.34	-0.01333
58.36	0.05771
58.38	0.12915
58.4	0.03409
58.42	-0.12662
58.44	-0.17504
58.46	-0.00709
58.48	0.17227
58.5	0.11042
58.52	0.01803
58.54	0.0484
58.56	-0.03717
58.58	-0.12162
58.6	-0.06478
58.62	0.00045
58.64	0.00333
58.66	0.03314
58.68	0.07162
58.7	0.00929
58.72	-0.01194
58.74	0.00585
58.76	0.01207
58.78	-0.0237
58.8	-0.01688
58.82	-0.00643
58.84	0.00238
58.86	0.05149
58.88	0.06528
58.9	0.00664
58.92	-0.08729
58.94	-0.06445
58.96	-0.00598
58.98	0.00199
59	0.01351
59.02	0.00996
59.04	-0.0229
59.06	-0.02968
59.08	-0.02198
59.1	0.00318
59.12	0.00608
59.14	-0.01134
59.16	0.00301
59.18	-0.0119
59.2	-0.01575
59.22	-0.0297
59.24	-0.01842
59.26	0.01502
59.28	-0.00317
59.3	0.00475
59.32	0.02354
59.34	0.00166
59.36	-0.04006
59.38	-0.03857
59.4	0.0026
59.42	0.0331
59.44	0.00685
59.46	-0.03527
59.48	-0.03606
59.5	-0.01569
59.52	-0.01176
59.54	0.00364
59.56	0.01777
59.58	-0.01078
59.6	-0.02351
59.62	0.0049
59.64	0.02434
59.66	0.0204
59.68	-0.00325
59.7	-0.00701
59.72	0.00835
59.74	0.02041
59.76	0.01001
59.78	-0.01724
59.8	0.00434
59.82	0.03603
59.84	0.04387
59.86	0.00776
59.88	0.00449
59.9	0.00511
59.92	-0.00574
59.94	-0.00312
59.96	0.01361
59.98	0.01679
